date,open,high,low,close
2014-03-12,1957.67,1958.09,1930.48,1932.54
2014-03-11,1957.22,1963.87,1951.2,1963.87
2014-03-10,1967.63,1967.66,1951.96,1954.42
2014-03-07,1979.7,1983.53,1968.66,1974.68
2014-03-06,1973.67,1975.62,1968.17,1975.62
2014-03-05,1973.28,1977.3,1970.28,1971.24
2014-03-04,1954.58,1963.56,1952.61,1954.11
2014-03-03,1967.9,1969.16,1955.11,1964.69
2014-02-28,1976.48,1981.15,1972.65,1979.99
2014-02-27,1969.85,1980.37,1965.7,1978.43
2014-02-26,1963.45,1973.88,1955.92,1970.77
2014-02-25,1958.3,1964.86,1955.7,1964.86
2014-02-24,1958.06,1961.41,1943.86,1949.05
2014-02-21,1948.03,1957.83,1946.68,1957.83
2014-02-20,1932.9,1941.13,1927.53,1930.57
2014-02-19,1944.7,1944.7,1932.44,1942.93
2014-02-18,1946.88,1951.06,1935.6,1946.91
2014-02-17,1951.74,1955.04,1942.94,1946.36
2014-02-14,1930.14,1946.81,1930.14,1940.28
2014-02-13,1936.62,1944.73,1924.39,1926.96
2014-02-12,1942.23,1942.23,1933.54,1935.84
2014-02-11,1924.45,1935.29,1920.55,1932.06
2014-02-10,1928.13,1928.39,1916.4,1923.3
2014-02-07,1922.45,1923.25,1910.9,1922.5
2014-02-06,1897.35,1910.91,1897.35,1907.89
2014-02-05,1897.95,1901.4,1888.47,1891.32
2014-02-04,1894.96,1898.08,1885.53,1886.85
2014-02-03,1930.09,1931.81,1917.64,1919.96
2014-01-29,1925.93,1941.71,1925.52,1941.15
2014-01-28,1907.18,1919.26,1904.05,1916.93
2014-01-27,1905.91,1918.68,1899.76,1910.34
2014-01-24,1941.55,1947.01,1924.49,1940.56
2014-01-23,1968.77,1969.04,1947.01,1947.59
2014-01-22,1960.46,1970.42,1959.57,1970.42
2014-01-21,1955.26,1965.43,1949.56,1963.89
2014-01-20,1945.99,1955.28,1934.38,1953.78
2014-01-17,1958.5,1962.64,1943.13,1944.48
2014-01-16,1957.91,1965.27,1955.79,1957.32
2014-01-15,1956.43,1956.84,1945.87,1953.28
2014-01-14,1942.79,1961.73,1939.31,1946.07
2014-01-13,1947.38,1954.07,1942.83,1948.92
2014-01-10,1949.53,1956.97,1931.16,1938.54
2014-01-09,1962.3,1964.59,1946.11,1946.11
2014-01-08,1965.5,1966.95,1950.02,1958.96
2014-01-07,1947.65,1965.74,1947.08,1959.44
2014-01-06,1947.62,1961.85,1943.74,1953.28
2014-01-03,1963.72,1964.63,1936.15,1946.14
2014-01-02,2013.11,2013.89,1967.19,1967.19
2013-12-30,2004.32,2011.34,1998.61,2011.34
2013-12-27,1994.05,2004.55,1987.58,2002.28
2013-12-26,2004.25,2009.96,1997.34,1999.3
2013-12-24,2000.24,2007.34,1994.34,2001.59
2013-12-23,1993.45,2000.07,1989,1996.89
2013-12-20,1973.12,1984.44,1972.59,1983.35
2013-12-19,1996.79,1997.02,1969.95,1975.65
2013-12-18,1971.85,1982.42,1966.18,1974.63
2013-12-17,1977.94,1979.62,1962.22,1965.74
2013-12-16,1960.6,1970.25,1956.63,1961.15
2013-12-13,1963.04,1963.81,1947.44,1962.91
2013-12-12,1966.44,1970.51,1958.99,1967.93
2013-12-11,1987.22,2000.15,1972.87,1977.97
2013-12-10,2000.03,2001.33,1989.41,1993.45
2013-12-09,2000.52,2003.97,1997.58,2000.38
2013-12-06,1982.99,1990.55,1980.4,1980.41
2013-12-05,1993.73,1994.32,1971.44,1984.77
2013-12-04,1998.69,2006.71,1986.8,1986.8
2013-12-03,2023.62,2028.07,2008.55,2009.36
2013-12-02,2050.45,2052.88,2029.1,2030.78
2013-11-29,2044.85,2050.7,2038.46,2044.87
2013-11-28,2039.73,2047.66,2037.73,2045.77
2013-11-27,2016.28,2028.81,2010.84,2028.81
2013-11-26,2008.19,2022.66,1998.9,2022.64
2013-11-25,2020,2031.11,2015.98,2015.98
2013-11-22,2002.15,2011.2,1992.48,2006.23
2013-11-21,2013.71,2013.71,1985.65,1993.78
2013-11-20,2028.34,2029.61,2010.74,2017.24
2013-11-19,2009.95,2033.91,2009.47,2031.64
2013-11-18,2014.24,2018.17,2009.76,2010.81
2013-11-15,1980.99,2006.31,1980.99,2005.64
2013-11-14,1980.2,1981.89,1963.42,1967.56
2013-11-13,1993.16,1993.16,1963.56,1963.56
2013-11-12,1983.94,2000.41,1983.89,1995.48
2013-11-11,1995.86,1995.86,1973.05,1977.3
2013-11-08,1987.21,1998.59,1984.86,1984.87
2013-11-07,2014.85,2017.55,2000.6,2004.04
2013-11-06,2015.32,2023.52,2011.41,2013.67
2013-11-05,2027.62,2029.6,2010.2,2013.93
2013-11-04,2035.08,2035.84,2022.91,2025.17
2013-11-01,2037.25,2041.23,2030.57,2039.42
2013-10-31,2050.96,2055.59,2030.09,2030.09
2013-10-30,2055,2059.58,2043.93,2059.58
2013-10-29,2046.67,2053.78,2039.46,2051.76
2013-10-28,2037.28,2048.14,2030.9,2048.14
2013-10-25,2047.46,2047.46,2023.82,2034.39
2013-10-24,2034.96,2046.69,2027.93,2046.69
2013-10-23,2062.81,2063.28,2035.75,2035.75
2013-10-22,2051.01,2056.12,2045.45,2056.12
2013-10-21,2054.16,2060.18,2047.83,2053.01
2013-10-18,2046.56,2052.4,2041.36,2052.4
2013-10-17,2051.19,2052.44,2035.96,2040.61
2013-10-16,2040.03,2049.5,2033.75,2034.61
2013-10-15,2034.69,2045.5,2033.84,2040.96
2013-10-14,2026.07,2026.79,2019.65,2020.27
2013-10-11,2018.01,2028.11,2012.66,2024.9
2013-10-10,2000.91,2010,1997.66,2001.4
2013-10-08,1987.97,2002.78,1981.21,2002.76
2013-10-07,1997.17,2002.61,1991.02,1994.42
2013-10-04,1999.92,2004.65,1985.63,1996.98
2013-10-02,2012.07,2012.82,1999.02,1999.47
2013-10-01,1997.62,2012.52,1991.22,1998.87
2013-09-30,2002.02,2005.41,1994.22,1996.96
2013-09-27,2012.26,2016.34,2008.25,2011.8
2013-09-26,1992.1,2007.32,1991.1,2007.32
2013-09-25,2004.53,2006.88,1988.87,1998.06
2013-09-24,2001.51,2011.11,1990.36,2007.1
2013-09-23,2000.72,2015.18,1994.77,2009.41
2013-09-17,2009.31,2009.31,1994.31,2005.58
2013-09-16,2011.69,2018.02,2004.45,2013.37
2013-09-13,1994.95,2004.87,1992.26,1994.32
2013-09-12,2004.67,2017.48,1995.16,2004.06
2013-09-11,1995.96,2003.85,1987.4,2003.85
2013-09-10,1978.08,1994.06,1974.59,1994.06
2013-09-09,1964.09,1974.67,1962.62,1974.67
2013-09-06,1954.11,1962.15,1949.01,1955.31
2013-09-05,1943.66,1954.21,1937.82,1951.65
2013-09-04,1929.6,1938.26,1921.93,1933.03
2013-09-03,1934.24,1940.99,1928.09,1933.74
2013-09-02,1925.32,1932.46,1921.01,1924.81
2013-08-30,1918.91,1926.37,1910.37,1926.36
2013-08-29,1892.03,1914.9,1891.59,1907.54
2013-08-28,1862.51,1885.35,1861.56,1884.52
2013-08-27,1883.71,1896.63,1881.44,1885.84
2013-08-26,1876.59,1890.38,1876.59,1887.86
2013-08-23,1861.58,1876.14,1854.67,1870.16
2013-08-22,1847.94,1858.5,1838.52,1849.12
2013-08-21,1891.01,1894.74,1863.6,1867.46
2013-08-20,1910.3,1923.42,1885.93,1887.85
2013-08-19,1917.32,1918.71,1909.8,1917.64
2013-08-16,1903.72,1927.59,1901.7,1920.11
2013-08-14,1912.59,1925.1,1908.92,1923.91
2013-08-13,1893.42,1913.03,1890.78,1913.03
2013-08-12,1878.5,1894.42,1878.33,1884.83
2013-08-09,1884.57,1888.79,1876.07,1880.71
2013-08-08,1884.58,1896.07,1879.13,1883.97
2013-08-07,1892.47,1895.5,1878.33,1878.33
2013-08-06,1914.06,1914.06,1895.87,1906.62
2013-08-05,1920.83,1925.6,1915.69,1916.22
2013-08-02,1936.26,1939.28,1920.98,1923.38
2013-08-01,1916.56,1925.32,1906.74,1920.74
2013-07-31,1915.47,1920.6,1910.82,1914.03
2013-07-30,1901.88,1917.11,1900.54,1917.05
2013-07-29,1908.66,1912.57,1899.02,1899.89
2013-07-26,1912.05,1915.97,1902.47,1910.81
2013-07-25,1906.57,1913.91,1904.44,1909.61
2013-07-24,1904.07,1914.41,1901.15,1912.08
2013-07-23,1890.55,1904.15,1885.57,1904.15
2013-07-22,1880.81,1894.41,1873.17,1880.35
2013-07-19,1880.44,1881.4,1861.43,1871.41
2013-07-18,1883.07,1885.01,1870.78,1875.48
2013-07-17,1871.29,1894.7,1856.55,1887.49
2013-07-16,1875.53,1875.68,1860.37,1866.36
2013-07-15,1870.26,1877.46,1847.82,1875.16
2013-07-12,1873.66,1873.66,1863.4,1869.98
2013-07-11,1840.34,1877.6,1840.34,1877.6
2013-07-10,1835.94,1836.91,1818.94,1824.16
2013-07-09,1828.63,1831.35,1815.03,1830.35
2013-07-08,1830.81,1840.57,1809.72,1816.85
2013-07-05,1848.97,1857.39,1828.75,1833.31
2013-07-04,1830.49,1840.38,1825.62,1839.14
2013-07-03,1854.29,1860.46,1823.1,1824.66
2013-07-02,1861.26,1867.18,1850.29,1855.02
2013-07-01,1851.57,1866.63,1850.03,1855.73
2013-06-28,1844.6,1864.09,1844.6,1863.32
2013-06-27,1809.55,1839.52,1809.4,1834.7
2013-06-26,1799.74,1799.74,1772.49,1783.45
2013-06-25,1790.33,1807.62,1770.53,1780.63
2013-06-24,1821.22,1821.22,1798.98,1799.01
2013-06-21,1806.4,1823.99,1806.02,1822.83
2013-06-20,1864.37,1873.18,1844.41,1850.49
2013-06-19,1899.5,1899.5,1883.41,1888.31
2013-06-18,1887.72,1900.63,1872.7,1900.62
2013-06-17,1889.45,1897.7,1878.4,1883.1
2013-06-14,1895.77,1896.6,1881.5,1889.24
2013-06-13,1905.1,1911.04,1881.24,1882.73
2013-06-12,1913.6,1921.54,1907.29,1909.91
2013-06-11,1933.1,1933.34,1910.05,1920.68
2013-06-10,1927.19,1934.92,1923.59,1932.7
2013-06-07,1953.83,1954.82,1923.84,1923.85
2013-06-05,1988.94,1989.29,1959.19,1959.19
2013-06-04,1998.38,1999.73,1979.42,1989.51
2013-06-03,1993.11,2000.56,1989.51,1989.57
2013-05-31,2009.25,2013.29,2000.82,2001.05
2013-05-30,1999.83,2008.23,1997.84,2000.1
2013-05-29,1993.69,2009.43,1992.68,2001.2
2013-05-28,1983.58,1991.2,1978.89,1986.22
2013-05-27,1974.59,1984.13,1971.53,1979.97
2013-05-24,1979.35,1979.93,1961.59,1973.45
2013-05-23,1985.91,1991.35,1969.19,1969.19
2013-05-22,1991.76,1998.7,1987.23,1993.83
2013-05-21,1994.02,1995.1,1976.17,1981.09
2013-05-20,1990.36,1991.27,1982.43,1982.43
2013-05-16,1980.03,1991.98,1980.03,1986.81
2013-05-15,1971.96,1972.44,1963.52,1971.26
2013-05-14,1954.39,1972.5,1954.13,1968.83
2013-05-13,1936.86,1948.7,1935.57,1948.7
2013-05-10,1975.48,1975.48,1944.75,1944.75
2013-05-09,1963.61,1982.32,1961.5,1979.45
2013-05-08,1961.73,1964.08,1952.38,1956.45
2013-05-07,1962.28,1962.87,1951.27,1954.35
2013-05-06,1977.44,1983.64,1960.14,1961.48
2013-05-03,1967.88,1968.04,1953.4,1965.71
2013-05-02,1961.67,1966.68,1954.28,1957.21
2013-04-30,1947.07,1967.06,1946.99,1963.95
2013-04-29,1948.87,1948.97,1934.68,1940.7
2013-04-26,1949.92,1951.86,1942.37,1944.56
2013-04-25,1937.88,1951.66,1935.81,1951.6
2013-04-24,1931.06,1939.35,1921.03,1935.31
2013-04-23,1924.43,1924.79,1908.77,1918.63
2013-04-22,1903.97,1926.31,1901.98,1926.31
2013-04-19,1899.35,1910.24,1888.3,1906.75
2013-04-18,1916.55,1919.53,1900.05,1900.06
2013-04-17,1934.61,1934.82,1910.78,1923.84
2013-04-16,1900.18,1926.65,1896.69,1922.21
2013-04-15,1916.06,1927.72,1907.35,1920.45
2013-04-12,1954.22,1956.21,1919.9,1924.23
2013-04-11,1944.53,1949.8,1926.54,1949.8
2013-04-10,1933.73,1939.19,1923.43,1935.58
2013-04-09,1918.13,1934.74,1901.96,1920.74
2013-04-08,1927.04,1933.95,1918.69,1918.69
2013-04-05,1948.33,1952.1,1916.77,1927.23
2013-04-04,1963.39,1965.19,1938.89,1959.45
2013-04-03,1990.71,1992.4,1972.02,1983.22
2013-04-02,1996.81,2001.78,1973.27,1986.15
2013-04-01,2009.94,2010.15,1994.54,1995.99
2013-03-29,2007.12,2013.21,2003.96,2004.89
2013-03-28,1989.7,1995.31,1985.45,1993.52
2013-03-27,1991.91,1996.56,1973.72,1993.44
2013-03-26,1976.81,1990.23,1975.6,1983.7
2013-03-25,1968.85,1981.75,1968.14,1977.67
2013-03-22,1949.03,1956.33,1946.05,1948.71
2013-03-21,1969.3,1973.26,1950.82,1950.82
2013-03-20,1969.19,1978.17,1959.4,1959.41
2013-03-19,1978.41,1989.46,1973.23,1978.56
2013-03-18,1974.71,1982.92,1968.18,1968.18
2013-03-15,2009.71,2009.71,1985.91,1986.5
2013-03-14,2000.07,2002.13,1978.57,2002.13
2013-03-13,1994.79,1999.73,1988.19,1999.73
2013-03-12,2006.84,2007.44,1990.17,1993.34
2013-03-11,2000.57,2006.3,1982.38,2003.35
2013-03-08,2001.97,2007.37,1994.25,2006.01
2013-03-07,2018.63,2018.63,1998.29,2004.4
2013-03-06,2033.17,2033.89,2016.65,2020.74
2013-03-05,2022.41,2031.65,2016.6,2016.61
2013-03-04,2028.55,2029.32,2011.09,2013.15
2013-02-28,2019.05,2030.85,2016.15,2026.49
2013-02-27,2008.94,2014.96,1999.65,2004.04
2013-02-26,1993.12,2005.86,1991.96,2000.01
2013-02-25,2022.51,2022.77,2008.78,2009.52
2013-02-22,2007.34,2029.44,2006.59,2018.89
2013-02-21,2014.5,2021.24,2010.91,2015.22
2013-02-20,1997.04,2024.64,1995.31,2024.64
2013-02-19,1981.96,1990.09,1979.85,1985.83
2013-02-18,1979.42,1985.41,1973.65,1981.91
2013-02-15,1981.06,1982.76,1976.12,1981.18
2013-02-14,1977.42,1986.14,1972.8,1979.61
2013-02-13,1952.86,1976.07,1950.58,1976.07
2013-02-12,1958.46,1958.65,1943.63,1945.79
2013-02-08,1930,1955.86,1929.81,1950.9
2013-02-07,1939.42,1946.67,1931.1,1931.77
2013-02-06,1943.33,1944.44,1935.44,1936.19
2013-02-05,1936.92,1944,1928.75,1938.18
2013-02-04,1968.95,1969.13,1952.83,1953.21
2013-02-01,1964.75,1966.54,1942.44,1957.79
2013-01-31,1960.78,1965.92,1954.53,1961.94
2013-01-30,1961.92,1967.29,1950.67,1964.43
2013-01-29,1946.11,1958.88,1944.81,1955.96
2013-01-28,1940.33,1943.49,1930.37,1939.71
2013-01-25,1966.4,1966.83,1934.89,1946.69
2013-01-24,1970.85,1980.03,1960.75,1964.48
2013-01-23,2003.37,2008.06,1980.41,1980.41
2013-01-22,1986.58,1999.35,1981.88,1996.52
2013-01-21,1987.96,1991.98,1972.64,1986.86
2013-01-18,1987.65,1988.47,1976.72,1987.85
2013-01-17,1983.67,1986.34,1964.62,1974.27
2013-01-16,1988.44,1996.46,1970.01,1977.45
2013-01-15,2006.89,2016.37,1983.74,1983.74
2013-01-14,1993.82,2007.04,1989.24,2007.04
2013-01-11,2017.38,2017.92,1984.16,1996.67
2013-01-10,1993.87,2008.47,1988.04,2006.8
2013-01-09,2001.98,2007.72,1989.48,1991.81
2013-01-08,2003.22,2009.99,1997.91,1997.94
2013-01-07,2012.15,2014,1996.47,2011.25
2013-01-04,2017.88,2018.63,2001.53,2011.94
2013-01-03,2041.24,2042.48,2018.49,2019.41
2013-01-02,2013.74,2033.66,2012.3,2031.1
2012-12-28,1984.84,2002.67,1984.84,1997.05
2012-12-27,1979.46,1987.91,1971.53,1987.35
2012-12-26,1992.1,2000.92,1982.25,1982.25
2012-12-24,1984.18,1985.57,1977,1981.82
2012-12-21,2004.61,2004.67,1976.09,1980.42
2012-12-20,2002.11,2006.08,1991.81,1999.5
2012-12-18,1990.72,1993.09,1979.22,1993.09
2012-12-17,1993.18,1999.38,1981.13,1983.07
2012-12-14,1989.42,1999.65,1985.19,1995.04
2012-12-13,1976.18,2002.78,1976.18,2002.77
2012-12-12,1972.33,1975.44,1966.91,1975.44
2012-12-11,1962.52,1965.68,1956.75,1964.62
2012-12-10,1965.71,1970.19,1955.39,1957.42
2012-12-07,1953.17,1963.06,1952.83,1957.45
2012-12-06,1948.55,1955.07,1946.03,1949.62
2012-12-05,1933.45,1949.7,1930.15,1947.04
2012-12-04,1932.66,1938.28,1928.09,1935.18
2012-12-03,1937.28,1944.75,1933.67,1940.02
2012-11-30,1932.71,1941.84,1927.98,1932.9
2012-11-29,1922.86,1935.1,1922.51,1934.85
2012-11-28,1916.31,1916.76,1906.2,1912.78
2012-11-27,1917.14,1930.24,1913.97,1925.2
2012-11-26,1918.01,1918.11,1905.95,1908.51
2012-11-23,1901.73,1911.33,1894.58,1911.33
2012-11-22,1894.66,1903.27,1893.18,1899.5
2012-11-21,1895.72,1899.6,1878.25,1884.04
2012-11-20,1896.58,1897.56,1886.34,1890.18
2012-11-19,1869.76,1884.11,1869.23,1878.1
2012-11-16,1865.81,1872.69,1856.81,1860.83
2012-11-15,1870.29,1875.49,1859.79,1870.72
2012-11-14,1891.45,1895.48,1880.61,1894.04
2012-11-13,1904.19,1904.97,1881.85,1889.7
2012-11-12,1899.3,1903.81,1892.68,1900.87
2012-11-09,1893.09,1907.57,1879.06,1904.41
2012-11-08,1912.64,1918.69,1905.62,1914.41
2012-11-07,1933.79,1937.55,1916.81,1937.55
2012-11-06,1911.83,1928.17,1908.49,1928.17
2012-11-05,1905.46,1914.38,1903.32,1908.22
2012-11-02,1920.55,1921.98,1915.11,1918.72
2012-11-01,1903.57,1904.99,1887.56,1898.44
2012-10-31,1912.83,1918.4,1909.08,1912.06
2012-10-30,1894.05,1913.52,1893.75,1899.58
2012-10-29,1901.83,1905.22,1884.77,1891.52
2012-10-26,1917.64,1921.25,1890.15,1891.43
2012-10-25,1906.91,1924.51,1904.95,1924.5
2012-10-24,1907.16,1922.02,1901.62,1913.96
2012-10-23,1943.79,1944.38,1926.81,1926.81
2012-10-22,1910.98,1942.64,1910.23,1941.59
2012-10-19,1954.33,1958.64,1938.96,1943.84
2012-10-18,1960.39,1963.53,1954.1,1959.12
2012-10-17,1955.78,1965.53,1949.71,1955.15
2012-10-16,1942.51,1944.22,1931.09,1941.54
2012-10-15,1927.82,1937.15,1921.32,1925.59
2012-10-12,1937.85,1940.32,1927.39,1933.26
2012-10-11,1934.49,1949.74,1919.82,1933.09
2012-10-10,1961.9,1962.72,1948.22,1948.22
2012-10-09,1982.09,1992.32,1979,1979.04
2012-10-08,1994.05,1994.05,1979.24,1981.89
2012-10-05,2004.62,2007.84,1991.21,1995.17
2012-10-04,1998.73,1998.99,1983.03,1992.68
2012-10-02,1998.52,2003.63,1995.12,1996.03
2012-09-28,2000.01,2000.01,1988.41,1996.21
2012-09-27,1969.65,1991.26,1969.6,1988.7
2012-09-26,1973.11,1986.28,1968.85,1980.44
2012-09-25,1994.08,2004.26,1988.88,1991.41
2012-09-24,1996.42,2005.45,1977.7,2003.44
2012-09-21,2000.05,2005.11,1991.56,2002.37
2012-09-20,1997.65,2004.54,1987.94,1990.33
2012-09-19,2000.2,2012.74,1993.91,2007.88
2012-09-18,1998.3,2005.73,1995.83,2004.96
2012-09-17,2005.54,2011.5,1997.79,2002.35
2012-09-14,1994.42,2008.97,1991.13,2007.58
2012-09-13,1948.27,1955.03,1938.74,1950.69
2012-09-12,1931.44,1953.03,1927.75,1950.03
2012-09-11,1920.46,1923.09,1912.47,1920
2012-09-10,1934.63,1937.85,1924.7,1924.7
2012-09-07,1918.36,1929.58,1915.56,1929.58
2012-09-06,1881.54,1888.18,1873.49,1881.24
2012-09-05,1894.7,1894.7,1874.03,1874.03
2012-09-04,1911.47,1916.16,1906.22,1907.13
2012-09-03,1909.06,1921.84,1885.03,1912.71
2012-08-31,1897.16,1912.24,1896.84,1905.12
2012-08-30,1922.82,1922.82,1897.07,1906.38
2012-08-29,1920.49,1931,1914.82,1928.54
2012-08-28,1922.02,1925.7,1910.58,1916.33
2012-08-27,1909.02,1925.15,1907.5,1917.87
2012-08-24,1921.08,1927.1,1913.75,1919.81
2012-08-23,1934.56,1942.97,1924.5,1942.54
2012-08-22,1939.6,1947.43,1917.48,1935.19
2012-08-21,1954.51,1961.07,1942.61,1943.22
2012-08-20,1944.67,1949.89,1938.25,1946.31
2012-08-17,1964.07,1964.07,1941.79,1946.54
2012-08-16,1956.35,1959.92,1947.26,1957.91
2012-08-14,1942.61,1957.15,1939.45,1956.96
2012-08-13,1945.33,1946.2,1932.4,1932.44
2012-08-10,1937.89,1948.05,1933.93,1946.4
2012-08-09,1907.13,1947.08,1907.13,1940.59
2012-08-08,1896.58,1919.61,1896.56,1903.23
2012-08-07,1883.82,1891.6,1881.66,1886.8
2012-08-06,1883.62,1894.92,1881.86,1885.88
2012-08-03,1846.58,1864.13,1843.87,1848.68
2012-08-02,1883.68,1885.89,1864.86,1869.4
2012-08-01,1870.58,1886.32,1867.28,1879.93
2012-07-31,1845.46,1896.83,1842.51,1881.99
2012-07-30,1847.01,1850.27,1841.4,1843.79
2012-07-27,1812.98,1829.16,1805.92,1829.16
2012-07-26,1778.01,1787.2,1766.81,1782.47
2012-07-25,1760.22,1785.84,1758.99,1769.31
2012-07-24,1784.47,1796.02,1781.6,1793.93
2012-07-23,1799.24,1799.24,1780.01,1789.44
2012-07-20,1823.95,1830.26,1818.84,1822.93
2012-07-19,1820.84,1830.09,1815.71,1822.96
2012-07-18,1821.28,1827.95,1790.36,1794.91
2012-07-17,1808.63,1835.64,1802.07,1821.96
2012-07-16,1820.34,1821.84,1807.11,1817.79
2012-07-13,1790.98,1820.66,1773.67,1812.89
2012-07-12,1827.82,1830.77,1785.32,1785.39
2012-07-11,1825.53,1827.6,1813.79,1826.39
2012-07-10,1843.77,1845.94,1823.79,1829.45
2012-07-09,1840.3,1844.32,1833.11,1836.13
2012-07-06,1877.74,1880.36,1850.1,1858.2
2012-07-05,1870.53,1878.13,1866.91,1875.49
2012-07-04,1875.52,1881.68,1871.84,1874.45
2012-07-03,1858.7,1871.08,1858.44,1867.82
2012-07-02,1864.73,1865.93,1851.28,1851.65
2012-06-29,1808.61,1854.01,1801.63,1854.01
2012-06-28,1826.37,1827.35,1806.08,1819.18
2012-06-27,1815.7,1821.47,1795.16,1817.65
2012-06-26,1818.51,1826.66,1814.46,1817.81
2012-06-25,1842.76,1842.76,1813.41,1825.38
2012-06-22,1861.44,1863.57,1843.57,1847.39
2012-06-21,1895.51,1900.44,1879.65,1889.15
2012-06-20,1908.19,1908.19,1895.27,1904.12
2012-06-19,1885.56,1895.32,1883.56,1891.77
2012-06-18,1892.91,1901.11,1887.05,1891.71
2012-06-15,1871.48,1871.48,1847.19,1858.16
2012-06-14,1856.57,1871.48,1855.06,1871.48
2012-06-13,1867.45,1867.45,1849.71,1859.32
2012-06-12,1840.56,1857.93,1840.1,1854.74
2012-06-11,1860.9,1869.33,1859.74,1867.04
2012-06-08,1854,1854.59,1832.83,1835.64
2012-06-07,1839.49,1853.2,1839.49,1847.95
2012-06-05,1799.88,1806.11,1791.84,1801.85
2012-06-04,1782.58,1794.02,1776.85,1783.13
2012-06-01,1832.08,1842,1821.98,1834.51
2012-05-31,1819.99,1843.49,1813.01,1843.47
2012-05-30,1846.12,1846.6,1828.83,1844.86
2012-05-29,1821.63,1851.94,1817.9,1849.91
2012-05-25,1818.62,1831.78,1815.54,1824.17
2012-05-24,1807.07,1816.98,1800.74,1814.47
2012-05-23,1815.33,1815.33,1796.5,1808.62
2012-05-22,1825.82,1831.06,1813.53,1828.69
2012-05-21,1801.48,1804.48,1788.33,1799.13
2012-05-18,1813.79,1813.79,1779.47,1782.46
2012-05-17,1842.83,1856.34,1833.08,1845.24
2012-05-16,1886.69,1889.29,1840.23,1840.53
2012-05-15,1897.74,1904.99,1881.8,1898.96
2012-05-14,1917.26,1921.65,1900.43,1913.73
2012-05-11,1939,1939,1915.69,1917.13
2012-05-10,1944.8,1951.51,1937.14,1944.93
2012-05-09,1958.31,1962.04,1945.31,1950.29
2012-05-08,1967.28,1969.64,1961.44,1967.01
2012-05-07,1956.06,1960.51,1952.42,1956.44
2012-05-04,1987.03,1992.1,1981.58,1989.15
2012-05-03,1995.78,1998.9,1990.45,1995.11
2012-05-02,1994.17,2001.11,1989.55,1999.07
2012-04-30,1989.52,1991.12,1975.46,1981.99
2012-04-27,1972.05,1983.26,1967.84,1975.35
2012-04-26,1976.82,1979.43,1955.05,1964.04
2012-04-25,1980.51,1980.51,1961.97,1961.98
2012-04-24,1956.75,1972.24,1954.01,1963.42
2012-04-23,1971.39,1980.94,1964.12,1972.63
2012-04-20,1988.22,1988.22,1970.54,1974.65
2012-04-19,2000.4,2008.82,1994.61,1999.86
2012-04-18,2014.23,2014.95,2001.59,2004.53
2012-04-17,1995.33,1999.5,1982.44,1985.3
2012-04-16,1985.28,1998.35,1982.93,1992.63
2012-04-13,2001.71,2011.37,1996.23,2008.91
2012-04-12,1985.16,1986.63,1969.09,1986.63
2012-04-10,2000.77,2011.27,1990.13,1994.41
2012-04-09,2008.03,2009.36,1995.8,1997.08
2012-04-06,2026.32,2033.49,2022.81,2029.03
2012-04-05,2006.27,2030.69,1997.12,2028.77
2012-04-04,2046.9,2048.11,2015.57,2018.61
2012-04-03,2040.81,2051.8,2038.52,2049.28
2012-04-02,2022.42,2031.79,2015.72,2029.29
2012-03-30,2011.5,2018.09,2002.61,2014.04
2012-03-29,2019.41,2025.23,2004.94,2014.41
2012-03-28,2034.35,2038.45,2028.11,2031.74
2012-03-27,2042.47,2043.75,2028.39,2039.76
2012-03-26,2035.17,2041.05,2012.86,2019.19
2012-03-23,2015.07,2029.77,2013.72,2026.83
2012-03-22,2026.75,2031.42,2017.93,2026.12
2012-03-21,2031.58,2039.8,2022.97,2027.23
2012-03-20,2046.38,2055.34,2035.26,2042.15
2012-03-19,2040.07,2050.87,2036.35,2047
2012-03-16,2054.63,2054.99,2034.21,2034.44
2012-03-15,2044.01,2050.48,2038.6,2043.76
2012-03-14,2050.5,2057.28,2045.08,2045.08
2012-03-13,2012.91,2028.98,2012.91,2025.04
2012-03-12,2018.73,2019.14,2001.5,2002.5
2012-03-09,2017.67,2022.95,2001.67,2018.3
2012-03-08,1989.3,2004.72,1978.79,2000.76
2012-03-07,1968.72,1987.97,1966.69,1982.15
2012-03-06,2019.28,2023.83,1988.86,2000.36
2012-03-05,2028.97,2030.57,2011.5,2016.06
2012-03-02,2041.52,2046.82,2033.5,2034.63
2012-02-29,2015.38,2033.63,2015.38,2030.25
2012-02-28,1995.93,2006.26,1992.66,2003.69
2012-02-27,2013.61,2013.69,1987.74,1991.16
2012-02-24,2010.6,2019.9,1998.39,2019.89
2012-02-23,2016.46,2016.46,2001.25,2007.8
2012-02-22,2018.07,2028.93,2015.3,2028.65
2012-02-21,2022.05,2030.46,2007.46,2024.24
2012-02-20,2041.51,2047.43,2024.59,2024.9
2012-02-17,2025.56,2031.4,2019.79,2023.47
2012-02-16,2005.37,2012.44,1995.99,1997.45
2012-02-15,2012,2026.75,2009.68,2025.32
2012-02-14,1999.53,2008.65,1995.6,2002.64
2012-02-13,2000.66,2010.66,1991.28,2005.74
2012-02-10,2010.04,2011.52,1986.96,1993.71
2012-02-09,1998.2,2014.62,1978.51,2014.62
2012-02-08,1985.21,2003.73,1982.99,2003.73
2012-02-07,1976.77,1983.82,1971.33,1981.59
